NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
PARQUE NATURAL MUNICIPAL VALE DO MULEMBá,Parque,PI,municipal,"2002",Decreto nº 11505 de 31/12/2002,20/07/2012,0530.32.2649,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
PARQUE NACIONAL DO IGUAÇU,Parque,PI,federal,"1939",Decreto nº 1035 de 10/01/1939,27/09/2007,0000.00.0172,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES,Parque,PI,federal,"1989",Decreto nº 97656 de 12/04/1989,23/04/2010,0000.00.0138,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL CUNHAMBEBE,Parque,PI,estadual,"2008",Decreto nº 41358 de 16/06/2008,24/02/2014,0000.33.1620,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL SERRA DO AREAL,Parque,PI,estadual,"2014",Decreto nº 40550/14 de 28/03/2014,15/03/2016,0000.26.3315,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE ESTADUAL SERRA RICARDO FRANCO,Parque,PI,estadual,"1997",Decreto nº 1.796 de 04/11/1997,30/12/2015,0000.51.0448,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE NATURAL MUNICIPAL DA SERRA DA CAPOEIRA GRANDE,Parque,PI,municipal,"2002",Decreto nº 21208 de 02/04/2002,05/05/2017,0455.33.1765,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL ÁGUAS DO CUIABÁ,Parque,PI,estadual,"2002",Decreto nº 4.444 de 10/06/2002,06/06/2010,0000.51.0454,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE ESTADUAL DO RIO TURVO,Parque,PI,estadual,"2008",Lei complementar nº 12.810 de 22/02/2008,29/09/2017,0000.35.1969,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NATURAL MUNICIPAL DO TABULEIRO,Parque,PI,municipal,"2013",Lei ordinária nº LEI MUNICIPAL Nº 2.063/2013 de 23/07/2013,18/12/2014,1750.31.3155,Secretaria Municipal de Meio Ambiente - Conceição do Mato Dentro - MG
PARQUE NACIONAL DO CATIMBAU,Parque,PI,federal,"2002",Decreto nº S/N de 13/12/2002,27/09/2007,0000.00.0170,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DE PIRAPUTANGAS,Parque,PI,municipal,"2003",Decreto nº 078 de 22/05/2003,15/02/2008,0320.50.1581,Secretaria Executiva de Meio Ambiente de Corumbá - MS
PARQUE NATURAL MUNICIPAL DA LAJINHA,Parque,PI,municipal,"2012",Decreto nº 11.266 de 10/07/2012,06/12/2017,3670.31.3597,Secretaria de Meio Ambiente de Juiz de Fora - MG
PARQUE ESTADUAL DE TERRA RONCA,Parque,PI,estadual,"1989",Lei ordinária nº 10.879 de 19/07/1989,05/08/2009,0000.52.1740,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
PARQUE ESTADUAL DA SERRA DO CONDURU,Parque,PI,estadual,"1997",Decreto nº 6.227 de 22/02/1997,19/03/2015,0000.29.0325,Secretaria do Meio Ambiente da Bahia
PARQUE NACIONAL DA SERRA GERAL,Parque,PI,federal,"1992",Decreto nº 531 de 20/05/1992,29/11/2007,0000.00.0153,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DE GUAJARÁ-MIRIM,Parque,PI,estadual,"1990",Decreto nº 4575 de 27/03/1990,11/02/2016,0000.11.0765,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS,Parque,PI,estadual,"1993",Decreto nº 37.537 de 28/09/1993,29/09/2017,0000.35.0834,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DE SANTA CLARA,Parque,PI,estadual,"2006",Decreto nº 6537 de 03/05/2006,02/05/2016,0000.41.2259,Instituto Ambiental do Paraná
PARQUE ESTADUAL DO RIO DA ONÇA,Parque,PI,estadual,"1981",Decreto nº 3.825 de 05/06/1981,17/03/2016,0000.41.0512,Instituto Ambiental do Paraná
PARQUE NATURAL MUNICIPAL CHAPÉU DAS ÁGUAS,Parque,PI,municipal,"2010",Lei ordinária nº 1753/2010 de 15/12/2010,03/10/2011,1920.42.2261,Fundação Municipal do Meio Ambiente de Vidal Ramos - SC
PARQUE NATURAL MUNICIPAL DAVID VICTOR FARINA,Parque,PI,municipal,"1995",Decreto nº 6.144 de 27/07/1995,08/11/2007,0060.32.1566,Prefeitura Municipal de Aracruz - ES
PARQUE ESTADUAL BOTÂNICO DO CEARÁ,Parque,PI,estadual,"1996",Decreto nº 24.216 de 11/09/1996,01/04/2016,0000.23.1931,Secretaria do Meio Ambiente do Ceará
PARQUE NACIONAL DE ILHA GRANDE,Parque,PI,federal,"1997",Decreto nº S/N de 30/09/1997,25/04/2011,0000.00.0161,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL JACEGUAVA,Parque,PI,municipal,"2012",Decreto nº 52974 de 14/02/2012,30/03/2015,5030.35.3141,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
PARQUE NATURAL MUNICIPAL PEROBA ROSA,Parque,PI,municipal,"1995",Lei ordinária nº 935 de 28/04/1995,18/04/2012,0370.41.2597,Secretaria de Agricultura e Meio Ambiente de Cambé / PR
PARQUE NATURAL MUNICIPAL JARDIM BOTâNICO,Parque,PI,municipal,"2018",Lei ordinária nº 2606/2018 de 06/09/2018,20/09/2018,0790.51.3773,Prefeitura de Sinop - MT
PARQUE ESTADUAL DA CANTAREIRA,Parque,PI,estadual,"1968",Lei ordinária nº 10228 de 25/09/1968,29/09/2017,0000.35.0844,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL FRITZ PLAUMANN,Parque,PI,estadual,"2003",Decreto nº 797 de 24/09/2003,07/06/2017,0000.42.0789,Fundação de Meio Ambiente de Santa Catarina
PARQUE NATURAL MUNICIPAL DO ARICANGA WALDEMAR DEVENS,Parque,PI,municipal,"1997",Lei ordinária nº 1994 de 12/05/1997,11/11/2013,0060.32.1565,Prefeitura Municipal de Aracruz - ES
PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS,Parque,PI,federal,"2017",Decreto nº s/n de 06/06/2017,26/06/2017,0000.00.3519,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL PAU BRASIL,Parque,PI,federal,"1999",Decreto nº S/N de 20/04/1999,15/07/2010,0000.00.0176,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DO IBITIRIá,Parque,PI,estadual,"1975",Decreto nº 23.798 de 14/03/1975,29/04/2011,0000.43.2001,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA ALDEENSE,Parque,PI,municipal,setembro de 2013 de 15/10/2013,Decreto nº Nº116 de 13 de setembro de 2013 de 15/10/2013,16/03/2015,0520.33.3027,"Secretaria Municipal do Ambiente, Lagoa, Pesca e Serviços Públicos de São Pedro da Aldeia - RJ"
PARQUE NATURAL MUNICIPAL DO INTELECTO,Parque,PI,municipal,"1991",Lei ordinária nº 2770 de 27/12/1991,28/06/2018,3170.31.2025,Prefeitura Municipal de Itabira - MG
PARQUE ESTADUAL DE CORUMBIARA,Parque,PI,estadual,"1990",Decreto nº 4576 de 28/03/1990,11/02/2016,0000.11.1495,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
PARQUE ESTADUAL CERCA GRANDE,Parque,PI,estadual,"2010",Decreto nº 45.398 de 14/06/2010,28/03/2012,0000.31.2594,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL CAMINHO DO PEABIRU,Parque,PI,municipal,"2007",Decreto nº 428 de 19/06/2007,09/05/2018,0210.42.3688,Fundação Municipal do Meio Ambiente de Barra Velha - SC
PARQUE NATURAL MUNICIPAL RIBEIRÃO DA PRATA,Parque,PI,municipal,"2014",Lei ordinária nº Lei 1199/2014 de 10/11/2014,28/06/2017,1830.52.3515,Secretaria Municipal de Meio Ambiente de Posse - GO
PARQUE NATURAL MUNICIPAL MORRO DOS STINGHEN,Parque,PI,municipal,"2016",Lei ordinária nº 7180/2015 de 04/05/2016,15/12/2016,0890.42.3401,Fundação Jaraguaense de Meio Ambiente - SC
PARQUE NATURAL MUNICIPAL PAISAGEM CARIOCA,Parque,PI,municipal,"2013",Decreto nº 37.231 de 07/06/2013,26/12/2016,0455.33.2868,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL DA MATA ATLÂNTICA,Parque,PI,estadual,"2006",Decreto nº 6.442 de 12/04/2006,06/08/2009,0000.52.1747,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO,Parque,PI,estadual,"1993",Decreto nº 37539 de 28/09/1993,30/01/2018,0000.35.0836,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NACIONAL DE ANAVILHANAS,Parque,PI,federal,"1981",Decreto nº 86061 de 02/06/1981,11/02/2016,0000.00.0049,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL XIXOVÁ-JAPUÍ,Parque,PI,estadual,"1993",Decreto nº 37.536 de 28/09/1993,29/09/2017,0000.35.0833,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NACIONAL DAS ARAUCÁRIAS,Parque,PI,federal,"2005",Decreto nº S/N de 20/10/2005,29/11/2007,0000.00.0262,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL NOVA BADEN,Parque,PI,estadual,"1974",Decreto nº 16580 de 24/09/1974,28/08/2014,0000.31.0395,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DE MONTE ALEGRE,Parque,PI,estadual,"2001",Lei ordinária nº 6.412 de 13/11/2001,19/02/2016,0000.15.1032,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
PARQUE ESTADUAL DA SERRA DA TIRIRICA,Parque,PI,estadual,"1993",Lei ordinária nº 1901 de 20/04/1993,11/05/2015,0000.33.1476,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE NATURAL MUNICIPAL SENHORINHA LEMOS DO PRADO,Parque,PI,municipal,"2017",Lei ordinária nº 3.117 de 19/10/2017,25/05/2018,7040.31.3632,Secretaria Municipal do Meio Ambiente e Desenvolvimento Sustentável de Unaí - MG
PARQUE ESTADUAL DO JURUPARÁ,Parque,PI,estadual,"1978",Decreto nº 12.185 de 31/08/1978,29/09/2017,0000.35.0801,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL CAMINHO DOS GERAIS,Parque,PI,estadual,"2007",Decreto nº s/nº de 29/03/2007,29/02/2016,0000.31.1776,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DO CAXAMBU,Parque,PI,estadual,"1979",Decreto nº 6.351 de 01/03/1979,02/05/2016,0000.41.0534,Instituto Ambiental do Paraná
PARQUE ESTADUAL DO ITINGUÇU,Parque,PI,estadual,"2013",Lei ordinária nº 14.982 de 09/04/2013,29/09/2017,0000.35.1677,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL SERRA DO BRIGADEIRO,Parque,PI,estadual,"1996",Decreto nº 38319 de 28/09/1996,02/12/2013,0000.31.0385,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DO PROSA,Parque,PI,estadual,"2002",Decreto nº 10783 de 22/05/2002,08/03/2017,0000.50.0419,Instituto de Meio Ambiente do Mato Grosso do Sul
PARQUE ESTADUAL DO RIO VERMELHO,Parque,PI,estadual,"2007",Decreto nº 308 de 24/05/2007,13/01/2012,0000.42.1844,Fundação de Meio Ambiente de Santa Catarina
PARQUE ESTADUAL DO BACANGA,Parque,PI,estadual,"1980",Decreto nº 7.545 de 21/03/1980,19/12/2016,0000.21.1882,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
PARQUE ESTADUAL MATA DA PIMENTEIRA,Parque,PI,estadual,"2012",Decreto nº 37.823/12 de 30/01/2012,24/04/2018,0000.26.3268,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE ESTADUAL SERRA VERDE,Parque,PI,estadual,"2007",Decreto nº s/nº de 13/12/2007,03/09/2009,0000.31.1781,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL CLAUDINO FRANCIO,Parque,PI,municipal,"2018",Decreto nº 123 de 17/09/2018,20/09/2018,0792.51.3775,Secretaria de Agricultura e Meio Ambiente de Sorriso - MT
PARQUE ESTADUAL SERRA DA CANDONGA,Parque,PI,estadual,"1998",Decreto nº 40170 de 18/12/1998,22/10/2012,0000.31.0410,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DA ILHA DO MEL,Parque,PI,estadual,"2002",Decreto nº 5.506 de 22/03/2002,17/03/2016,0000.41.0529,Instituto Ambiental do Paraná
PARQUE ESTADUAL CARLOS BOTELHO,Parque,PI,estadual,"1982",Decreto nº 19.499 de 11/09/1982,16/02/2018,0000.35.0810,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS,Parque,PI,estadual,"2010",Decreto nº 12.486 de 30/11/2010,23/07/2012,0000.29.2026,Secretaria do Meio Ambiente da Bahia
PARQUE NATURAL MUNICIPAL DE GRUMARI,Parque,PI,municipal,"2001",Decreto nº 20149 de 02/07/2001,05/05/2017,0455.33.1827,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO,Parque,PI,estadual,"1993",Lei complementar nº 11.878 de 06/01/1993,05/08/2009,0000.52.0899,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
PARQUE ESTADUAL VERDE GRANDE,Parque,PI,estadual,"1998",Decreto nº 39953 de 09/10/1998,21/08/2009,0000.31.0397,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL DE NAVIRAí,Parque,PI,municipal,"2009",Decreto nº 051/2009 de 20/03/2009,07/02/2018,0570.50.3619,Prefeitura Municipal de Naviraí - MS
PARQUE ESTADUAL SERRA DO INTENDENTE,Parque,PI,estadual,"2007",Decreto nº s/n de 29/03/2007,29/08/2012,0000.31.1762,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DA SERRA DOURADA,Parque,PI,estadual,"2003",Decreto nº 5.768 de 10/06/2003,31/03/2014,0000.52.1745,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
PARQUE NACIONAL DA SERRA DAS LONTRAS,Parque,PI,federal,"2010",Decreto nº S/N de 14/06/2010,16/07/2010,0000.00.1909,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DO GUARTELÁ,Parque,PI,estadual,"1996",Decreto nº 2.329 de 24/09/1996,17/03/2016,0000.41.0549,Instituto Ambiental do Paraná
PARQUE NATURAL MUNICIPAL DA RESTINGA DE CARAPEBUS,Parque,PI,municipal,"2018",Decreto nº 2.229/2017 de 15/01/2018,01/03/2018,0093.33.3621,Secretaria Municipal de Meio Ambiente de Carapebus - RJ
PARQUE ESTADUAL DO PANTANAL DO RIO NEGRO,Parque,PI,estadual,"2000",Decreto nº 9.941 de 06/06/2000,08/03/2017,0000.50.0423,Instituto de Meio Ambiente do Mato Grosso do Sul
PARQUE ESTADUAL GRÃO MOGOL,Parque,PI,estadual,"1998",Decreto nº 39.906 de 23/09/1998,21/08/2009,0000.31.0387,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL PAULO CÉSAR VINHA,Parque,PI,estadual,"1990",Decreto nº 2993-N de 06/06/1990,16/08/2013,0000.32.0332,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
PARQUE ESTADUAL DA SERRA DO CABRAL,Parque,PI,estadual,"2005",Decreto nº 44121 de 30/09/2005,21/08/2009,0000.31.0890,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DA LAGOA DO AÇU,Parque,PI,estadual,"2012",Decreto nº 43522 de 21/03/2012,04/02/2014,0000.33.2721,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE NATURAL MUNICIPAL MONTANHAS DE TERESóPOLIS,Parque,PI,municipal,"2009",Decreto nº 3693 de 16/07/2009,26/05/2010,0580.33.1895,Secretaria Municipal de Meio Ambiente e Defesa Civil de Teresópolis - RJ
PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS,Parque,PI,municipal,"2009",Decreto nº 135 de 13/11/2009,22/08/2018,0023.33.2050,Secretaria Municipal do Meio Ambiente e Pesca de Armação dos Búzios - RJ
PARQUE ESTADUAL DO PODOCARPUS,Parque,PI,estadual,"1975",Decreto nº 23.798 de 14/03/1975,04/05/2011,0000.43.2003,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE NATURAL MUNICIPAL PENHASCO DOIS IRMãOS - ARQUITETO SéRGIO BERNARDES,Parque,PI,municipal,"1992",Decreto nº 11850 de 22/12/1992,29/12/2016,0455.33.1800,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE NATURAL MUNICIPAL DO POMBO,Parque,PI,municipal,"2006",Decreto nº 105/2006 de 18/11/2006,07/10/2015,0830.50.2847,Secretaria Municipal de Meio Ambiente - Três Lagoas/MS
PARQUE ESTADUAL CHANDLESS,Parque,PI,estadual,"2004",Decreto nº 10.670 de 03/09/2004,22/03/2016,0000.12.0939,Secretaria de Estado de Meio Ambiente do Acre
PARQUE ESTADUAL DAS SETE PASSAGENS,Parque,PI,estadual,"2000",Decreto nº 7.808 de 25/05/2000,25/07/2012,0000.29.0297,Secretaria do Meio Ambiente da Bahia
PARQUE ESTADUAL DO ARATU,Parque,PI,estadual,"2002",Decreto nº 23.838/2002 de 27/12/2002,30/08/2012,0000.25.2333,Superintendência de Administração do Meio Ambiente da Paraíba
PARQUE NACIONAL DA SERRA DO GANDARELA,Parque,PI,federal,"2014",Decreto nº Sem número de 14/10/2014,22/10/2014,0000.00.3136,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DO ARAGUAIA,Parque,PI,federal,"1959",Decreto nº 47570 de 31/12/1959,04/12/2007,0000.00.0168,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DE JERICOACOARA,Parque,PI,federal,"2013",Decreto nº S/N de 05/06/2013,29/11/2007,0000.00.0162,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DO JARDIM DO CARMO,Parque,PI,municipal,"2001",Decreto nº 20723 de 09/11/2001,17/11/2010,0455.33.1814,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE NATURAL MUNICIPAL DO HORTO DOS CONTOS,Parque,PI,municipal,"2008",Lei ordinária nº 447 de 01/10/2008,21/12/2015,4610.31.2642,Secretaria de Meio Ambiente do Município de Ouro Preto / MG
PARQUE NATURAL MUNICIPAL DA CATACUMBA,Parque,PI,municipal,"1979",Decreto nº 1967 de 21/01/1979,18/11/2016,0455.33.1763,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL DE PORTO FERREIRA,Parque,PI,estadual,"1962",Decreto nº 40.991 de 07/11/1962,29/09/2017,0000.35.0823,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NATURAL MUNICIPAL DE CASTANHAL/PARÁ,Parque,PI,municipal,"2018",Lei orgânica nº 020/2018 de 08/06/2018,13/09/2018,0240.15.3739,Secretaria Municipal de Meio Ambiente de Castanhal - PA
PARQUE ESTADUAL DE AMAPORÃ,Parque,PI,estadual,"2011",Decreto nº 3280 de 21/11/2011,18/05/2018,0000.41.3183,Instituto Ambiental do Paraná
PARQUE NATURAL MUNICIPAL DO MONTE MOCHUARA,Parque,PI,municipal,"2007",Decreto nº 31 de 18/04/2007,26/04/2012,0130.32.2600,Secretaria Municipal de Meio Ambiente de Cariacica - ES
PARQUE ESTADUAL DO TAINHAS,Parque,PI,estadual,"1975",Decreto nº 23.798 de 14/03/1975,28/04/2011,0000.43.2005,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE ESTADUAL DO POETA E REPENTISTA JUVENAL DE OLIVEIRA,Parque,PI,estadual,"2004",Decreto nº 25322 de 10/09/2004,30/08/2012,0000.25.2337,Superintendência de Administração do Meio Ambiente da Paraíba
PARQUE NATURAL MUNICIPAL VARGINHA,Parque,PI,municipal,"2012",Decreto nº 52973 de 14/02/2012,13/03/2015,5030.35.3139,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
PARQUE NATURAL MUNICIPAL BARãO DE MAUá,Parque,PI,municipal,"2012",Decreto nº 2795/2012 de 30/10/2012,03/12/2012,0250.33.2789,Secretaria Municipal de Turismo e Meio Ambiente de Magé - RJ
PARQUE NATURAL MUNICIPAL DO DOURADO,Parque,PI,municipal,"2002",Lei ordinária nº 2634 de 26/06/2002,28/08/2014,3880.35.3120,Prefeitura Municipal da Estância Turística de Piraju - SP
PARQUE NATURAL MUNICIPAL DO FORTE DE TAMANDARE,Parque,PI,municipal,"2003",Decreto nº 13/2003 de 10/09/2003,05/07/2016,1485.26.3281,Secretaria do Meio Ambiente de Tamandaré - PE
PARQUE NATURAL MUNICIPAL DO PARAGEM,Parque,PI,municipal,"2007",Lei ordinária nº 3009 de 23/11/2007,05/04/2017,0370.50.1509,Instituto de Meio Ambiente de Dourados - MS
PARQUE MUNICIPAL NATURAL DO BREJO GRANDE,Parque,PI,municipal,"1980",Lei ordinária nº 907 de 06/08/1980,12/01/2018,4730.31.3233,"Secretaria do Meio Ambiente, Agropecuária e Turismo de Paraisópolis - MG"
PARQUE NATURAL MUNICIPAL DAS ARAUCARIAS,Parque,PI,municipal,"1991",Lei ordinária nº 198 de 01/07/1991,18/09/2017,0940.41.3551,Secretaria Municipal de Meio Ambiente de Guarapuava - PR
PARQUE NACIONAL DO SUPERAGUI,Parque,PI,federal,"1989",Decreto nº 97688 de 25/04/1989,04/12/2007,0000.00.0178,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA AMAZÔNIA,Parque,PI,federal,"1974",Decreto nº 73683 de 20/02/1974,04/01/2016,0000.00.0136,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL SERRA NOVA,Parque,PI,estadual,"2003",Decreto nº s/n de 22/10/2003,21/08/2009,0000.31.0888,Instituto Estadual de Florestas de Minas Gerais
PARQUE NACIONAL DA SERRA DA BODOQUENA,Parque,PI,federal,"2000",Decreto nº S/N de 21/09/2000,29/11/2007,0000.00.0143,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DA RESTINGA DO BARRETO,Parque,PI,municipal,"2016",Decreto nº 139 de 03/12/2016,07/08/2018,0240.33.3553,Secretaria Municipal de Ambiente e Sustentabilidade de Macaé - RJ
PARQUE NATURAL MUNICIPAL DAS ANDORINHAS,Parque,PI,municipal,"2005",Lei ordinária nº 69/2005 de 29/07/2005,27/06/2012,4610.31.2632,Secretaria de Meio Ambiente do Município de Ouro Preto / MG
PARQUE NATURAL MUNICIPAL LAGOA DO JACARé DAS DUNAS DO SANTINHO,Parque,PI,municipal,"2016",Lei ordinária nº 9.948 de 12/01/2016,27/08/2018,0540.42.3430,Prefeitura Municipal de Florianópolis - SC
PARQUE NATURAL MUNICIPAL DANZIGER HOF,Parque,PI,municipal,"1995",Lei ordinária nº 934 de 28/04/1995,18/04/2012,0370.41.2596,Secretaria de Agricultura e Meio Ambiente de Cambé / PR
PARQUE NATURAL MUNICIPAL FELISBERTO NEVES,Parque,PI,municipal,"2014",Decreto nº 37.102 de 11/10/2014,27/10/2014,0670.31.3127,Prefeitura Municipal de Betim - MG
PARQUE NATURAL MUNICIPAL CARIJóS,Parque,PI,municipal,"2011",Lei ordinária nº 330 de 23/03/2011,03/05/2011,0845.42.2049,Secretaria de Meio Ambiente de Itapoá-SC
PARQUE ESTADUAL DE ITAPEVA,Parque,PI,estadual,"2002",Decreto nº 42009 de 13/12/2002,15/04/2011,0000.43.1863,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE NATURAL MUNICIPAL DA SERRA DE SãO DOMINGOS,Parque,PI,municipal,"1988",Lei ordinária nº 4197 de 01/06/1988,16/08/2017,5180.31.2786,Departamento de Meio Ambiente de Poços de Caldas - MG
PARQUE NATURAL MUNICIPAL PEDRA DOS OLHOS,Parque,PI,municipal,"2003",Decreto nº 11824 de 31/12/2003,20/07/2012,0530.32.2648,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
PARQUE NATURAL MUNICIPAL DA BIQUINHA,Parque,PI,municipal,"2012",Decreto nº 008 de 09/05/2012,03/10/2012,4630.31.2710,Prefeitura Municipal de Padre Paraíso - MG
PARQUE NACIONAL NASCENTES DO LAGO JARI,Parque,PI,federal,"2008",Decreto nº S/N de 09/05/2008,16/02/2016,0000.00.1626,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,Parque,PI,federal,"2006",Decreto nº S/N de 22/06/2006,04/02/2016,0000.00.0284,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DA SERRA DA CONCÓRDIA,Parque,PI,estadual,"2002",Decreto nº 32.577 de 31/12/2002,24/02/2014,0000.33.1480,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL SERRA DO OURO BRANCO,Parque,PI,estadual,"2009",Decreto nº 45180 de 21/09/2009,22/01/2013,0000.31.2619,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL CAVERNA DO DIABO,Parque,PI,estadual,"2008",Decreto nº 12.810 de 22/02/2008,29/09/2017,0000.35.1675,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL SERRA DAS ARARAS,Parque,PI,estadual,"1998",Decreto nº 39400 de 22/01/1998,21/08/2009,0000.31.0386,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO,Parque,PI,estadual,"1999",Lei ordinária nº 12.717 de 23/09/1999,15/02/2016,0000.23.0947,Secretaria do Meio Ambiente do Ceará
PARQUE ESTADUAL DE ÁGUAS QUENTES,Parque,PI,estadual,"1978",Decreto nº 1.240 de 13/01/1978,09/05/2010,0000.51.1467,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE NATURAL MUNICIPAL DO PEQUI,Parque,PI,municipal,"2012",Decreto nº 621/2012 de 11/09/2012,05/11/2015,1270.52.2800,Secretaria Municipal do Meio Ambiente de Mambaí/GO
PARQUE NACIONAL DO DESCOBRIMENTO,Parque,PI,federal,"1999",Decreto nº s/n de 20/04/1999,27/09/2007,0000.00.0171,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL FAZENDA DO VIEGAS,Parque,PI,municipal,"1996",Decreto nº 14800 de 15/05/1996,25/08/2009,0455.33.1778,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
